Group	Gene List
4871	119910.1,283770.1,163060.1
4872	119930.1,250780.1
4873	119960.1,235750.1,394450.1
4874	119970.1,292110.1
4875	119980.1,388520.1
4876	120060.1,298710.1
4877	120100.1,408760.1
4878	120110.1,248290.1
4879	120130.1,262780.1
488	009570.2,036710.1
4880	120140.1,262770.1
4881	120220.1,188350.1,331990.1
4882	120290.1,332790.1
4883	120320.1,440880.2,392450.1,288330.1
4884	120360.1,332970.1
4885	120370.1,332960.1,257430.1
4886	120440.1,447880.1
4887	120450.1,189110.1,214290.1
4888	120460.1,447870.1
4889	120470.1,447850.2
489	009600.1,429300.1,385200.1,456690.2,
4890	120520.1,328910.1,214250.1,153690.1
4891	120550.1,328860.1
4892	120570.1,328840.1
4893	120600.1,417100.2
4894	120610.1,411670.1,134220.1
4895	120630.2,396550.3
4896	120650.1,396570.2
4897	120660.2,396580.1
4898	120710.1,396510.1
4899	120760.1,396480.1
49	000920.1,216500.1
490	009610.2,266940.1
4900	120780.1,396470.1
4901	120910.1,379800.1
4902	120920.1,379780.1
4903	120930.1,379770.1
4904	120950.1,379750.1
4905	120960.1,379740.1
4907	121030.1,136200.1
4908	121090.1,350290.1
4909	121150.1,188640.1
491	009660.1,266980.1,239370.1,385170.1,319290.1,217130.1
4910	121160.1,188630.1
4911	121170.1,322630.1,388210.1,385120.1
4912	121180.2,343870.1,363800.1,453510.1,458940.1
4913	121190.1,343880.1,357130.1
4914	121220.2,327210.3
4915	121250.1,327200.1,233130.1
4916	121320.1,240800.1,255810.1
4917	121430.1,451900.2,225600.1,182720.1
4918	121520.1,188820.1
492	009670.2,266990.1
4920	121600.2,426090.1,182630.1
4921	121620.1,266480.1,223970.1
4922	121640.1,269040.1
4923	121690.1,345510.1,291900.1,417370.1
4924	121710.1,178340.1,249570.1,382370.1,203150.1,413520.1
4926	121760.1,178370.1
4927	121780.2,121790.1,316080.1,282220.1
4928	121800.1,178400.1,341260.1
4929	121820.1,420130.1,140750.1
493	009680.1,267020.1,239380.1
4930	121850.1,379500.1
4931	121900.1,394160.1
4932	121950.1,358260.1
4933	121990.1,358280.1
4935	122010.1,358300.1
4936	122070.1,264260.1
4937	122080.1,264270.1
4938	122090.3,412050.1,239240.2,054060.1,453800.1
4939	122110.1,379810.1
494	009710.1,017680.1,020420.1,303340.1
4940	122130.1,315130.1,362330.1,362900.1
4941	122140.1,253130.1
4942	122160.1,433720.1
4943	122230.1,179950.1
4944	122260.1,234050.1
4945	122270.1,234040.1
4946	122310.1,133200.1,297970.1,135150.1
4947	122330.1,133190.1
4948	122340.1,133180.2
4949	122370.1,133170.1
495	009760.1,385180.1,048670.1,126560.1,131980.1
4950	122380.1,133160.1
4951	122400.1,337250.1
4952	122420.1,311460.1
4953	122430.2,311450.1
4954	122450.1,169640.1
4955	122500.1,372370.1
4956	122560.1,172480.1
4957	122570.1,172460.1
4958	122590.1,208350.1
4959	122650.1,439480.1
496	009830.2,317170.1,095200.1
4960	122670.1,398400.1
4961	122680.1,398390.2,454710.1,323450.1,166460.1
4963	122830.1,243360.1
4964	122840.1,342950.1
4965	122850.1,342940.1
4966	122860.1,342930.1,443860.1
4967	122880.1,443880.1,243320.1,444500.1
4968	122940.1,257810.1,257800.1,400890.1
4969	122950.1,259600.1
497	009870.1,380530.1,206780.1,435570.1
4970	122990.1,360300.1,427330.1,013630.1,351320.1
4971	123010.1,360290.1
4972	123020.1,305920.1
4973	123030.1,316810.1
4974	123040.1,281790.1
4975	123060.1,401590.1,346750.1
4976	123080.1,289390.1
4977	123100.1,204630.1
4978	123110.1,204620.1,258720.1,261570.1
4979	123140.1,123150.1,173070.1
498	009930.1,371400.1
4980	123160.1,296580.1
4981	123180.1,223500.1,137430.1,348810.1
4982	123250.1,246870.1,376720.1
4983	123270.2,293510.1
4984	123280.1,293520.1
4985	123300.1,293530.1
4986	123350.1,215620.1
4987	123360.1,399420.1
4988	123410.1,345960.1
4989	123480.1,345940.1
499	009940.1,061690.1,455500.1
4990	123520.1,411110.1
4992	123550.1,216960.4
4993	123560.2,216970.1
4994	123610.2,433330.1
4995	123620.1,255880.1
4996	123690.1,448980.1
4997	123700.1,238250.1
4998	123720.4,420630.1
5	000080.1,443850.1
50	000950.1,216460.1
500	009950.1,445020.1,028880.1,183950.2,
5000	123760.1,291750.1
5001	123840.1,152620.1,395660.1
5002	123850.2,260870.1
5003	123860.1,352200.1
5004	123870.1,252010.1
5005	123880.1,253960.1,206030.1
5006	123900.1,351180.1
5007	123910.1,251980.1
5008	123920.2,272610.2,152720.1,281460.1
5009	123930.1,341010.1
501	010000.1,075940.1,267630.1,117500.1
5010	123970.1,340990.1
5011	123990.1,395870.1,409110.2,
5012	124070.1,414230.1
5013	124110.1,324170.1
5014	124160.1,201070.2
5015	124180.1,124200.1
5016	124260.1,250670.1
5017	124280.2,387390.1,237350.1
5018	124310.1,152860.1
5019	124330.1,152830.1
502	010030.1,016290.1,286210.1,331560.1,092830.1,274790.1
5020	124340.1,152140.1
5021	124350.1,167570.1,292400.1,440490.1,353110.1,391690.2,395140.1
5022	124390.1,134210.1
5023	124410.1,134230.1
5024	124430.1,197460.1,260970.1
5025	124500.1,227970.1
5026	124520.1,240780.1
5027	124530.1,227990.1,339920.1
5028	124570.2,447460.1
5029	124700.1,232220.1
503	010040.2,207730.1
5030	124710.1,280790.2
5031	124720.1,320270.1
5032	124740.1,320300.1
5033	124750.1,126470.1,329080.1
5034	124760.1,228760.1
5035	124780.1,228770.1
5036	124870.1,228330.1
5037	124900.1,395630.1
5038	124910.1,406170.1
5039	124920.1,434450.1,169460.1
504	010090.1,147240.1
5040	125010.1,293840.1,277560.1
5041	125020.1,346840.1
5042	125030.2,341710.1,402370.1,269330.1,293800.1,439110.1
5043	125050.1,191200.1
5044	125080.1,346880.1
5045	125090.1,195190.1,285410.1
5046	125110.1,195210.1
5047	125130.2,125140.1
5048	125160.1,220650.2,264680.1
5049	125180.1,220680.2
505	010100.1,147260.1
5050	125270.1,427580.1
5051	125310.1,427550.1
5052	125350.2,442570.1
5053	125360.1,442560.1
5054	125400.1,295920.1
5055	125420.1,256810.1
5056	125430.1,312850.1,442550.1
5057	125460.1,356390.1,312880.1
5058	125650.1,331450.1
5059	125700.1,175610.1
506	010130.1,077420.1
5060	125710.1,125720.1
5061	125740.1,388410.1,262310.1
5062	125760.3,441310.1,340790.1
5063	125950.1,451270.1
5064	125960.1,451280.1
5065	125990.1,295270.1
5066	126090.2,214560.1
5067	126100.1,155370.1
5068	126140.1,269110.1
5069	126160.1,269100.5,300840.1,135760.1
507	010140.1,252570.1,023710.1,038280.1,036390.1,035090.1,434820.1,221070.1
5070	126180.1,262270.1,399660.1,449420.1
5071	126280.1,200760.1
5072	126290.1,200780.3
5073	126300.1,200790.2
5074	126320.1,393680.1,287000.1
5075	126350.1,158220.1
5076	126370.1,374360.1,347910.1
5077	126410.1,437790.1,455600.1,382570.1
5078	126440.1,144300.1
5079	126500.1,186930.1
508	010150.1,011980.1
5080	126620.1,241170.1
5081	126670.1,193310.1
5083	126690.1,178040.1
5084	126760.2,153050.1
5085	126780.1,375320.1,266380.1
5086	126870.1,216340.1,189890.1
5087	126890.1,398940.1
5088	126900.2,398950.2
5089	126930.1,187730.1
509	010170.1,074940.1
5090	126940.1,187720.1
5091	126970.2,337620.1,283070.1,130620.1,317040.1
5092	127020.1,200660.2
5093	127030.1,407070.1
5094	127040.1,249030.1,428540.1
5095	127090.1,280850.1
5096	127120.1,204120.1
5097	127180.1,232040.1,386610.1
5098	127230.1,160540.1
5099	127280.1,171360.1,174940.1
51	001010.2,141100.1,138450.1
510	010180.1,416750.1,439390.1,381420.1
5100	127310.1,361790.1,281950.1
5101	127340.1,160490.1
5102	127350.1,211320.1
5103	127370.1,211340.1
5104	127480.1,294970.2,239070.2,
5105	127500.1,436620.1
5106	127540.1,259240.1
5107	127580.1,453450.1,173640.1
5108	127590.1,326080.1
511	010190.1,070780.1
5110	127620.1,312550.1,201100.1,035940.1
5112	127700.1,415020.1,162450.1
5113	127730.1,251580.1
5114	127790.1,445870.2
5115	127810.1,445850.1
5116	127820.1,445840.2
5117	127830.1,445820.1
5118	127840.1,316980.1,195120.1,158280.1
5119	127860.1,458270.1,450650.1
512	010200.1,229170.1,165540.1
5120	127870.1,445770.1
5121	127880.2,411730.1,420160.1
5122	127890.1,294030.1
5123	127960.1,299250.1
5124	128020.1,255020.1,329430.1
5125	128060.1,253170.1
5127	128180.1,406160.1
5128	128190.1,158030.1
5129	128310.1,280140.1
513	010210.1,229180.1
5130	128320.1,255790.2
5131	128370.1,135590.4,372210.1,274600.1
5132	128400.1,375020.1
5133	128450.1,358540.1,335180.1
5134	128460.1,358570.1,367760.1,415150.1
5136	128490.1,251180.1
5137	128510.1,311350.1
5138	128520.1,218610.1
5139	128530.1,218620.1
514	010280.1,068750.1
5140	128540.1,278250.1,404650.1,202720.1
5141	128550.1,244110.1
5142	128570.1,161300.1,156350.1
5143	128590.1,424810.2
5144	128610.1,159960.2,385990.2,366910.1
5145	128650.1,293480.1
5146	128730.1,378620.1,196100.1
5147	128830.2,375940.2
5148	128850.1,341890.1
5149	128860.1,255470.1
515	010300.1,068740.1
5150	128880.1,447100.1,138540.1
5151	128900.1,405800.1,405810.1
5152	128930.1,364660.1
5153	128960.1,138950.1
5154	128970.1,138920.1
5155	128980.1,138910.1
5156	129010.1,138870.1
5157	129040.1,139960.1,401660.1,287280.1
5158	129050.1,291500.1
5159	129060.1,291490.1
516	010320.1,068730.1
5160	129070.2,235290.2,325520.2,
5161	129140.1,291430.1
5162	129160.1,291420.1
5163	129240.2,279500.2
5164	129250.1,410780.1,274360.1
5165	129260.1,208580.1
5166	129270.1,208570.1
5167	129290.1,183320.2
5168	129310.1,325060.1
5169	129320.1,443940.2
517	010330.1,068710.1,202930.1
5170	129330.1,358210.1
5171	129350.1,300130.1
5172	129410.1,334300.1,368550.1
5174	129430.1,334320.1
5175	129450.1,129460.1
5176	129480.1,156140.1
5178	129510.2,181120.1
5179	129550.1,361380.1,273560.1,290650.1,344070.1,140190.1
518	010340.1,068700.1
5180	129680.1,339510.1
5181	129750.1,325700.1
5182	129760.1,405360.1
5183	129870.1,263360.1
5184	129920.1,328920.1
5185	129930.1,328930.1,303960.1
5186	129970.1,196550.1
5187	129980.1,450290.1
5188	130120.1,378510.1
5189	130230.1,243940.2
519	010360.1,068680.1
5190	130240.1,243920.1
5191	130250.1,334540.1,205500.1
5192	130260.1,140700.1
5193	130320.1,189380.1,207870.1,032080.1,163810.1,350320.1,280110.1
5194	130330.1,189370.1,260030.1,260020.1
5195	130340.1,189360.1,222770.1,256930.1,190710.1,224390.1
5196	130350.1,149140.1
5197	130360.1,149130.1,258400.1,415590.1,437340.1
5198	130370.1,149120.1
5199	130390.1,149100.1
52	001070.1,290240.1,248260.1
520	010370.1,218660.1
5200	130400.1,149090.1
5201	130410.1,149080.1
5202	130420.1,149070.1
5203	130430.1,280480.1,287510.1,149060.1
5204	130450.1,286550.1,258480.2,
5205	130460.1,334480.1
5206	130540.1,245870.1
5207	130550.1,415010.3
5208	130570.1,422350.1
5209	130580.2,422340.1
521	010380.1,032670.1,435040.1,225660.1
5210	130590.1,422270.1,326990.1,227780.1
5211	130600.1,409680.1,132020.1,178690.2,
5212	130680.1,139090.1
5213	130720.1,372850.1
5214	130730.1,345110.1
5215	130760.1,372840.1
5216	130780.1,345000.1,235100.2,323580.3,389060.1
5217	130800.1,344980.2
5218	130850.1,344970.1
5219	130860.1,130870.1,320510.1,344930.1,143160.1,130890.1,130920.1,130900.1
522	010390.1,435030.1
5221	130970.1,441550.1
5222	130990.1,441560.1
5223	131060.2,441590.1
5224	131140.1,283660.1
5225	131160.1,341850.1
5226	131180.1,435680.1
5227	131200.1,201570.1
5228	131210.1,304910.1
5229	131220.1,193320.1
523	010400.1,397330.1
5230	131240.1,155470.1,170780.1
5231	131250.1,218270.1
5232	131310.1,170020.2,302660.1
5233	131320.1,216860.1
5234	131330.1,456810.1
5235	131340.1,456800.1,212810.1,224440.1
5236	131350.1,456790.1
5237	131430.1,343410.1
5238	131460.1,427780.1,293740.1
5239	131480.1,405890.1,245700.1
524	010410.1,010420.1,300910.1
5240	131500.1,428760.1
5241	131580.1,234100.1,351620.1,170400.1
5242	131590.1,351610.2,170390.1
5243	131610.1,319680.1
5244	131620.2,319670.1
5245	131630.1,319660.1
5246	131640.1,319650.1
5247	131650.1,319640.1
5248	131700.1,319620.1
5249	131710.1,319610.1
525	010430.2,300930.1,208520.1,438570.1
5250	131720.2,319600.1
5251	131730.1,319590.1
5252	131760.1,319580.1
5253	131780.1,256410.1,220050.1,220040.1
5254	131840.1,449740.1
5255	131850.2,422130.1
5256	131990.1,151470.1
5257	132030.1,132040.1,178680.2,235400.1,409670.1
5258	132050.2,178670.1
5259	132060.1,178640.1
526	010450.2,300940.1,296950.2,454310.1,208500.1,263730.1
5260	132070.1,178630.1
5261	132110.1,178600.1
5262	132120.1,319870.1
5263	132150.1,274160.1
5264	132210.1,261610.1,272010.1
5265	132340.1,406810.1,241470.1,271560.1,298590.1,415750.1,177520.2,
5266	132350.1,152340.1
5267	132370.1,302920.1
5268	132400.1,152630.1,288400.1
5269	132410.1,152640.1
527	010460.1,307450.1
5270	132450.1,260150.1
5271	132490.1,175300.1,289380.2,
5272	132590.1,132610.1,181670.1
5273	132620.1,396750.1
5274	132680.1,323420.1,278480.1,310430.1
5275	132700.1,250570.1,227270.1
5276	132730.1,426370.1
5277	132740.1,426380.1
5278	132770.1,385840.1
5279	132840.1,260860.1
528	010470.1,307460.1
5280	132860.1,330140.1
5281	132960.1,349740.1,138790.1
5282	132970.1,426920.1
5283	133000.1,426910.1,366290.1
5284	133040.1,193410.1
5285	133080.1,193350.1
5286	133110.1,308210.1
5287	133140.1,458710.1,133150.1
5288	133210.2,200800.1,424220.2,
5289	133300.1,452030.1
529	010490.1,447420.1
5290	133310.1,353840.1,234250.1
5291	133340.1,353820.1
5292	133360.1,353790.1
5293	133370.1,353780.1
5294	133380.1,353770.1,458780.1,028510.1,342840.1,138570.1,134690.1
5295	133420.1,445190.1
5296	133440.1,445810.1
5297	133470.1,325930.1
5298	133530.1,257010.1
5299	133550.1,304650.1
53	001090.1,268050.1
530	010510.1,039490.1
5300	133610.1,431110.2,249450.1,363240.2,181030.1
5301	133630.1,135350.1
5302	133650.1,156060.2
5303	133680.1,448960.2
5304	133760.1,281520.1
5305	133770.1,140070.1
5306	133790.1,133800.1,140060.1
5307	133810.1,369330.1,237730.1
5308	133820.1,164590.1
5309	133840.1,234370.1
531	010540.1,039480.1,071670.1,130180.1,100210.1
5310	133850.1,267810.1
5312	133900.1,331740.1
5313	133910.1,244690.1
5314	133960.1,211830.1
5315	133980.2,211860.2
5316	133990.1,134000.3
5317	134020.1,430460.1
5318	134030.1,430470.1
5319	134080.1,199200.1,195410.1
532	010570.1,068060.1
5320	134090.1,188880.1
5321	134110.1,318240.1,148580.1
5322	134130.1,318220.1
5323	134140.1,318210.1
5324	134160.1,178350.1
5325	134240.1,433110.1
5326	134280.1,221410.1
5327	134290.1,221420.1
5328	134300.1,221460.1
5329	134310.1,294600.1
533	010580.1,338250.1,345390.1
5330	134370.1,178180.1
5331	134440.1,178250.1,288650.1
5332	134450.1,178260.1,288660.1
5333	134460.1,377920.1,288690.1
5334	134490.1,285380.1
5335	134500.1,158300.1
5336	134560.1,354340.1
5337	134570.1,300300.1,338100.1,372960.1
5338	134580.1,456050.3,321940.1
5339	134620.1,407700.1
534	010590.1,338240.1
5340	134660.1,322470.2,172650.1
5341	134670.1,322490.1
5342	134790.1,373850.1
5343	134830.1,457080.1,228910.1
5344	134870.1,182560.1,399090.1,113450.1
5345	134880.1,182580.1,199650.1
5346	134890.1,182590.1,374260.1
5347	134900.1,384190.1
5348	134920.1,182600.1
5349	134930.1,374220.1
535	010610.1,295220.1,299690.1,258820.1,326090.1
5350	134950.1,251420.1
5351	135000.1,294620.1
5352	135020.1,135040.1
5353	135090.1,300490.1
5354	135100.1,300480.1
5355	135110.1,184060.1
5356	135130.1,291800.2,382710.1,435010.1,225670.1
5357	135140.1,270110.1
5358	135170.1,296980.1,252910.1
5359	135240.1,378780.1
536	010640.2,016810.1,159450.4,
5360	135270.1,301080.1
5361	135360.1,216510.1
5362	135390.1,368570.1
5363	135420.1,216530.1
5364	135480.1,429820.1
5366	135600.1,365000.1
5367	135620.1,135630.1
5368	135640.1,364980.1
5369	135710.1,450910.1
537	010680.1,094870.2,431010.1,334130.1
5370	135740.1,413440.1
5371	135780.1,327360.1,300390.1
5372	135840.1,413590.1
5373	135890.1,369600.1,169860.1,169850.1
5374	135920.1,399580.1
5375	136000.3,255150.1
5376	136010.2,255160.1
5377	136020.1,255170.2
5378	136100.1,275630.1
538	010690.1,394740.1,431580.1,082900.1
5380	136150.1,182270.1
5381	136410.1,153410.1
5382	136440.1,442790.1
5383	136490.1,177000.1
5384	136510.1,297210.1
5385	136520.1,297200.2
5386	136530.1,147760.1
5387	136540.1,173110.1,327660.1
5388	136550.1,141940.1
5389	136570.1,141950.1
539	010710.1,391220.1,091350.1
5390	136590.1,384790.1
5391	136610.1,384780.1
5392	136650.1,373110.1,239100.1,021310.1,348530.1
5393	136830.1,268450.1
5394	136870.1,163960.2
5395	136880.1,405990.1,248970.1,140610.1
5396	136900.1,300950.1,412120.3,
5397	136910.1,300960.1
5398	136930.1,219400.1
5399	137050.1,145940.1,361440.1
54	001100.1,429450.1
540	010790.1,191530.1
5400	137070.1,145930.1
5401	137120.1,305490.1
5402	137140.1,207810.1
5403	137170.1,440260.1,432030.1,432020.1
5404	137180.1,432040.1
5405	137220.1,273290.1
5406	137230.2,152400.1
5407	137240.1,152390.1,273300.1,126680.1
5408	137280.1,152360.1
5409	137330.1,305110.1,171150.1,208940.1,194720.1,244830.1
541	010850.1,050400.1,098250.2,185640.1,163480.3,452820.1
5410	137340.1,425790.3,402980.1
5411	137370.1,218170.1
5412	137390.2,458510.1
5413	137400.2,458520.1
5414	137440.1,253110.3,447350.1,259110.4,
5415	137480.1,150070.1
5416	137550.1,321520.1,175290.1
5417	137570.1,321500.1
5418	137730.1,252470.2
5419	137770.2,252500.1
542	010860.1,234460.1,246670.1,220540.1
5420	137790.1,252530.1
5421	137810.1,300770.1
5422	137820.1,369220.1
5423	137830.1,411380.1
5424	137840.1,411390.1
5426	137870.1,271950.1
5427	137880.1,183980.1
5428	137950.1,435260.1,393870.1
5429	137990.1,240900.3
543	010870.1,085510.1,075290.1
5430	138000.1,240910.2
5431	138030.1,240920.1
5432	138050.1,240930.1
5433	138080.1,333080.1
5434	138100.1,333020.1,150120.1
5435	138150.1,333000.1
5436	138180.1,330810.1,144090.1,341900.1
5437	138210.1,330840.1,451050.1
5438	138250.1,169100.1,230430.1,331730.1
5439	138280.1,271890.1,368230.1
544	010900.1,068430.1,338330.1,377050.1
5440	138310.1,151400.1,326640.1
5441	138320.1,151410.1,326650.1
5442	138330.1,424950.2,276420.1
5443	138390.1,141160.1
5444	138420.1,141130.1
5445	138430.1,141120.1
5446	138440.1,141110.1
5447	138460.1,447030.1
5448	138470.2,447040.1
5449	138480.1,447050.1
545	010920.1,443360.2,107280.1
5450	138490.1,447060.1,206820.1,380560.1
5451	138520.1,447080.1
5452	138670.1,216630.1,276930.1
5453	138720.1,352440.1,447190.1
5454	138750.1,349750.1
5455	138810.1,410820.1
5456	138820.1,358860.3
5457	138860.1,366590.1
5458	138960.1,145200.1
5459	139120.1,195270.1
546	010930.1,443370.1
5460	139130.1,203960.1
5461	139170.1,201310.1
5462	139180.1,296370.1
5463	139190.1,201320.1
5464	139200.1,201330.1
5465	139220.1,397970.1,436560.1
5466	139230.1,425370.1
5467	139250.1,421940.1
5468	139270.1,387600.1
5469	139350.1,139380.1
547	010990.1,039450.1
5470	139360.1,263400.1
5471	139390.1,245210.1
5472	139450.1,309570.1
5473	139460.2,399740.1
5474	139500.1,358460.1
5475	139550.1,141090.1
5476	139580.1,398560.1
5477	139620.1,153300.1
5478	139630.1,153310.1
5479	139760.1,176750.1
548	011000.1,222620.2
5480	139790.1,139800.1,153790.1,424110.1
5481	139810.1,176720.1
5482	139870.1,263030.1
5483	139940.1,263070.1
5484	139970.1,401650.1
5485	139990.1,197750.2
5486	140000.1,252070.1
5487	140020.1,252090.1
5488	140040.1,235260.1
5489	140050.1,378920.2
549	011010.1,197570.2,401970.1
5490	140080.1,407270.1
5491	140160.1,405910.1
5492	140170.1,290640.1
5493	140200.1,290660.1
5494	140220.1,327980.1
5495	140240.1,327950.1
5496	140250.1,327940.1,291040.1
5497	140260.1,327930.1
5498	140300.1,209630.1
5499	140340.1,209660.1
55	001140.1,268000.1,303500.1,367090.1,053120.1
550	011020.1,430730.1,371940.1,311250.1,369560.1,421350.1,142110.1,025070.1
5500	140390.1,408620.1
5501	140410.2,180290.2,236030.1,185950.2,456180.1,036740.1
5502	140440.1,434930.1,184180.1
5503	140450.2,403560.1
5504	140460.1,438340.3,302820.2,
5505	140480.1,372390.1
5506	140530.1,140540.1
5507	140570.1,249430.1,249440.1,431090.1
5508	140580.1,289860.1,330750.1
5509	140590.1,289870.1
551	011040.1,147030.1
5510	140630.1,289920.1
5511	140640.1,273160.1,064690.1,091340.1,064660.1,312280.1,054560.1,077160.1,368960.1,250880.1,207320.1,289930.1,313600.1,181540.1,143090.1,250910.1,181550.1,343240.1,417090.1,379610.1,250110.1,347870.1,431650.1
5512	140660.1,411060.1
5513	140730.1,305660.1
5514	140740.1,206590.1
5515	140770.1,180320.1
5516	140780.1,415100.1,233640.1,351360.1,163120.1
5517	140790.2,415080.1
5518	140850.2,452540.1,246470.1,194960.1
5519	140860.2,452530.3
552	011060.1,147090.1,182790.1,129660.1,147070.1,147080.1
5520	140870.1,452520.1
5521	140880.1,452510.1
5522	140910.1,452490.1
5523	140920.1,452480.1
5524	140950.1,317340.1
5525	140960.1,317350.1
5526	140970.1,317360.1
5527	141000.1,170350.1,441300.1,453220.1
5528	141010.1,343010.1,454360.1
5529	141020.1,396520.3
553	011070.1,435790.1
5530	141030.1,424200.1,218460.1
5531	141180.1,311480.1
5532	141210.2,400390.1,427990.1
5533	141240.1,254960.1
5534	141250.1,297430.1,169160.1
5535	141270.1,409080.2,203460.2,
5536	141300.1,203450.1
5537	141380.1,258150.1
5538	141410.2,281850.1
5539	141420.1,281860.1
554	011080.1,388380.1,403420.1,226000.1
5540	141510.1,178580.1
5541	141530.1,178590.2
5542	141540.1,333740.1,141550.1
5544	141770.1,374120.1
5545	141790.1,360670.1,289340.1
5547	141830.1,356530.1
5548	141840.1,192880.1
5549	141890.1,303110.1
555	011100.1,239980.1,075210.1,084250.2,193940.1
5550	141900.1,303120.1
5551	141910.2,303130.1
5552	141920.2,242910.1
5553	141930.1,242900.1
5554	141960.1,437470.1
5555	141970.1,148980.1
5556	141980.1,148970.1
5557	141990.1,148950.1
5558	142040.1,179280.1,350720.1,171410.1,276070.1
5559	142140.2,168960.1
556	011150.1,231000.1,104830.1
5560	142180.1,302300.1,225200.1
5561	142190.1,142200.1
5562	142210.1,302280.1
5563	142340.1,423910.1
5564	142370.1,217300.1
5565	142390.1,165680.1,301990.1
5566	142400.1,165660.2
5567	142470.1,252170.1,267700.1
5568	142480.3,314500.1
5569	142490.1,269860.1
557	011170.1,393250.1,026870.1,231030.1,104820.1,357500.1
5570	142540.2,185660.4
5571	142550.2,356140.1
5572	142630.1,142640.1
5573	142680.1,159240.1
5574	142740.1,176310.1
5575	142750.3,176320.1,450800.2,
5576	142760.1,176330.2,450810.1
5577	142780.1,176350.1
5578	142800.1,229490.1
5579	142810.1,229540.1
558	011180.1,451600.1
5580	142820.1,229560.1
5581	142840.1,229580.2
5582	142880.2,229600.1,161280.1,273740.1
5583	142890.1,229630.1
5584	142920.1,373470.1,229660.1,391540.1
5585	142930.1,229670.1
5586	142960.1,229680.1,373450.1,384480.1
5587	142990.2,167210.1
5588	143000.1,167220.1
5589	143020.1,410470.1
559	011220.1,381080.1
5590	143030.1,266850.1
5591	143060.1,370430.1,270680.1
5592	143070.1,370440.1,349310.1
5593	143110.1,230320.1,328300.1
5594	143120.3,328330.3
5595	143130.1,328350.1
5596	143170.1,202770.1
5597	143190.1,202750.1,244140.1,260460.1
5598	143240.1,325100.1,398580.1
5599	143280.1,166950.1
56	001160.1,328660.1
560	011260.2,440070.1
5600	143300.1,432380.1,421860.1
5601	143410.1,177990.1,144500.1,374990.1
5602	143460.1,436690.1
5603	143480.2,364110.2
5604	143500.1,364080.1,404140.1
5605	143560.1,303580.1,310870.1
5606	143650.1,418360.1
5607	143690.1,166870.1
5608	143700.1,166860.1
5609	143730.1,174440.1
561	011270.1,162870.1,380470.1
5610	143740.1,387010.1
5611	143760.1,245050.1
5612	143780.1,404990.1
5613	143800.1,326260.1
5614	143830.1,232410.2,305870.2,152940.1
5615	143900.1,155110.1
5616	143910.1,405760.1
5617	143930.1,262510.1
5618	143970.1,262490.1
5619	143980.1,381360.1
562	011300.1,440150.1,380420.1,317850.1,162820.1
5620	144010.1,263110.1
5621	144080.1,341910.1
5623	144170.1,232350.1
5624	144190.1,399170.1,172140.2,
5625	144280.1,394810.1,292610.1
5626	144390.1,297870.1,288260.1
5627	144430.1,374940.1
5628	144440.1,356190.1,177980.1,260060.1
5629	144490.1,374980.1
563	011310.1,207690.1
5630	144520.2,366230.1
5631	144540.2,376090.1
5632	144650.2,148120.1,319970.1
5634	144740.1,454750.1
5635	144790.1,144800.1,219190.1,219180.1
5636	144810.1,144820.1
5637	144830.1,219230.1
5638	144890.1,223400.1
5639	144930.1,298050.1
564	011320.1,440220.1
5640	144950.1,191360.1
5641	144960.1,298070.1
5642	144980.1,363310.1,197690.1,291140.1
5643	144990.1,249780.1
5644	145100.1,233690.2
5645	145150.1,233670.1
5646	145160.1,233660.1
5647	145210.2,353100.1
5648	145370.1,158560.1
5649	145410.1,158540.1
565	011330.1,440230.2,054940.1,380390.1
5650	145420.1,158530.1
5651	145460.1,428020.2,356710.1
5652	145470.1,422950.1,260490.1
5653	145510.1,283410.1,334820.1,337130.1,196510.1,170290.1
5654	145550.1,435720.1,449600.1,353350.1,202330.1,319490.1
5655	145640.1,258870.1
5656	145660.1,458850.1
5657	145680.3,373190.2
5658	145690.1,373180.1
5659	145860.1,211970.1,173690.1
5660	146090.1,237880.1,441360.1
5661	146140.1,151600.1,274260.1
5662	146170.1,212450.1,146630.1
5663	146190.1,416280.1
5664	146230.1,373250.2
5665	146280.1,392810.1
5666	146290.1,353380.1,404020.1
5667	146320.1,382650.1,150950.1
5668	146330.1,382660.1
5669	146340.1,351260.1
567	011370.1,062590.1,095100.2,278940.1
5670	146370.2,405680.3
5671	146380.1,152320.1,368790.1,382630.1
5672	146390.1,405690.2,251800.1,284020.3,
5673	146460.1,413650.1
5674	146470.1,354490.1
5675	146480.1,365370.2
5676	146490.1,394420.1
5677	146500.1,338560.1,275820.1
5678	146520.1,397530.1
5679	146530.1,381560.1,397560.1
568	011410.1,236670.1
5680	146540.1,302550.1
5681	146580.1,274460.1
5682	146600.2,452940.1
5683	146610.1,274450.1,452930.1,098190.1
5684	146620.1,234310.1
5685	146730.1,367200.1
5686	146780.1,317920.1
5687	146800.1,329130.1
5688	146810.1,450670.1
5689	146860.1,157640.1
569	011420.1,365050.1,441850.1,028380.1
5690	146890.1,162710.1,162700.1
5691	146900.1,162720.1
5692	146910.1,162730.1
5693	146960.1,283730.1
5694	147040.1,414850.1
5695	147110.1,315100.1
5696	147130.1,315080.1
5697	147150.1,266450.1
5698	147170.2,338210.1
5699	147190.1,446830.1
57	001200.1,319120.1
570	011460.1,411010.2
5700	147300.2,293900.1
5701	147320.1,293920.1
